CSDUID,LOCAL_YEAR,POP
4811011,2018,2142
4805006,2018,1965
4817026,2018,1913
4804004,2018,1985
4818018,2018,1897
4802018,2018,1842
4810064,2018,1805
4819071,2018,1816
4811804,2018,1803
4819066,2018,1507
4811806,2018,1628
4803801,2018,1648
4819049,2018,1559
4811066,2018,1500
4819011,2018,1630
4812016,2018,1472
4818816,2018,1477
4815015,2018,1401
4811069,2018,1433
4810052,2018,1379
4812808,2018,1334
4813002,2018,1322
4810066,2018,1360
4817024,2018,1257
4802014,2018,1339
4808006,2018,1227
4804020,2018,1258
4806022,2018,1236
4802029,2018,1275
4802039,2018,1253
4817837,2018,1240
4811803,2018,1257
4817078,2018,1223
4808024,2018,1176
4811805,2018,1139
4802036,2018,1071
4808026,2018,1101
4810022,2018,1099
4815032,2018,1100
4805049,2018,1034
4819046,2018,1062
4804012,2018,1061
4813014,2018,1081
4813012,2018,1054
4804014,2018,899
4811021,2018,973
4819058,2018,949
4807042,2018,996
4802009,2018,1018
4812811,2018,1058
4817823,2018,959
4812029,2018,961
4802023,2018,992
4810041,2018,949
4807012,2018,973
4807014,2018,930
4812802,2018,925
4808004,2018,869
4817845,2018,919
4807036,2018,878
4810061,2018,937
4813046,2018,848
4817828,2018,855
4810002,2018,842
4810034,2018,888
4819008,2018,855
4802004,2018,855
4805046,2018,842
4806024,2018,851
4807039,2018,835
4807044,2018,803
4809806,2018,807
4817097,2018,650
4811024,2018,813
4813811,2018,762
4809809,2018,765
4816859,2018,749
4808034,2018,766
4817856,2018,750
4817824,2018,749
4804022,2018,734
4808032,2018,799
4811046,2018,751
4819054,2018,724
4819042,2018,741
4817829,2018,711
4811045,2018,642
4812810,2018,682
4817819,2018,650
4805044,2018,673
4816051,2018,715
4808813,2018,661
4819056,2018,605
4806803,2018,635
4811026,2018,594
4810044,2018,579
4817860,2018,609
4807048,2018,556
4812804,2018,588
4801009,2018,556
4803024,2018,551
4819072,2018,557
4807056,2018,527
4809010,2018,519
4817848,2018,520
4810014,2018,532
4812012,2018,501
4804001,2018,504
4810019,2018,493
4819815,2018,488
4817853,2018,469
4805042,2018,420
4806031,2018,469
4813032,2018,413
4810009,2018,407
4811802,2018,447
4810059,2018,431
4816817,2018,463
4812828,2018,423
4817831,2018,428
4803021,2018,414
4802038,2018,392
4807052,2018,390
4802006,2018,388
4817039,2018,383
4805021,2018,364
4810021,2018,354
4817064,2018,356
4819044,2018,327
4802016,2018,355
4807021,2018,360
4810051,2018,363
4807051,2018,337
4810056,2018,336
4805022,2018,327
4803006,2018,315
4805004,2018,324
4806008,2018,323
4817849,2018,305
4808002,2018,334
4812024,2018,293
4813016,2018,279
4808013,2018,310
4810062,2018,279
4817817,2018,239
4807046,2018,258
4817838,2018,259
4813005,2018,248
4807006,2018,246
4802002,2018,252
4805038,2018,248
4805002,2018,247
4809810,2018,242
4815013,2018,236
4813049,2018,228
4817840,2018,233
4810012,2018,225
4817842,2018,226
4819048,2018,227
4807029,2018,219
4805034,2018,223
4817843,2018,223
4808005,2018,221
4803016,2018,214
4810805,2018,214
4805011,2018,214
4804021,2018,210
4807008,2018,206
4807024,2018,206
4807004,2018,204
4810004,2018,207
4805036,2018,200
4810031,2018,196
4817821,2018,198
4805019,2018,196
4816821,2018,191
4817822,2018,194
4810003,2018,191
4810046,2018,191
4812026,2018,189
4812840,2018,188
4810038,2018,184
4808028,2018,183
4811038,2018,179
4813011,2018,169
4805008,2018,170
4812815,2018,165
4817818,2018,166
4803008,2018,164
4807038,2018,160
4811023,2018,169
4813008,2018,160
4813010,2018,160
4817836,2018,160
4804019,2018,156
4807032,2018,152
4808042,2018,158
4810006,2018,154
4812013,2018,152
4817857,2018,155
4819826,2018,156
4813006,2018,149
4813061,2018,142
4813007,2018,137
4804006,2018,138
4813017,2018,135
4816822,2018,132
4817827,2018,132
4816850,2018,127
4807027,2018,119
4808023,2018,121
4811004,2018,119
4807016,2018,112
4804016,2018,113
4811008,2018,115
4813053,2018,109
4817855,2018,109
4803003,2018,108
4811005,2018,108
4816852,2018,99
4817859,2018,99
4813003,2018,96
4815045,2018,97
4805009,2018,92
4813045,2018,89
4807028,2018,86
4812011,2018,86
4815027,2018,85
4808027,2018,84
4811020,2018,76
4813015,2018,67
4813055,2018,66
4811009,2018,67
4813051,2018,61
4815037,2018,55
4818818,2018,55
4811006,2018,53
4812020,2018,50
4815030,2018,50
4813047,2018,48
4813013,2018,44
4813033,2018,44
4808025,2018,42
4807022,2018,41
4812813,2018,41
4811007,2018,40
4813057,2018,38
4811807,2018,33
4811042,2018,31
4816861,2018,26
4808812,2018,27
4811003,2018,27
4811022,2018,23
4816860,2018,19
4817832,2018,20
4809005,2018,16
4811039,2018,16
4811041,2018,10
4811044,2018,10
4813009,2018,10
4817833,2018,10
4817841,2018,10
4817830,2018,5
4803803,2018,0
4810068,2018,0
4812038,2018,0
4814028,2018,0
4816831,2018,0
4816849,2018,0
4817825,2018,0
4817854,2018,0
5915022,2018,678308
5915004,2018,569487
5915025,2018,249676
5915015,2018,210808
5909052,2018,155631
5915034,2018,149245
5935010,2018,139727
5915001,2018,129306
5917021,2018,121294
5915011,2018,108922
5933042,2018,98659
5921007,2018,98070
5917034,2018,92869
5915046,2018,89897
5909020,2018,92225
5915075,2018,90854
5953023,2018,80043
5915029,2018,78290
5915039,2018,62937
5915051,2018,57107
5915055,2018,43840
5937014,2018,42603
5909056,2018,42383
5917044,2018,40628
5907041,2018,36076
5915043,2018,35195
5935029,2018,35459
5924034,2018,35218
5919008,2018,31803
5915002,2018,27661
5926010,2018,27637
5955034,2018,21769
5901022,2018,21094
5931006,2018,21274
5915007,2018,21018
5915070,2018,19939
5917030,2018,18598
5917040,2018,18798
5939032,2018,18992
5923008,2018,18693
5917041,2018,18357
5917015,2018,18046
5915020,2018,17598
5926005,2018,14867
5917052,2018,14328
5927008,2018,13785
5935016,2018,14882
5921018,2018,13218
5955014,2018,12935
5947012,2018,12962
5931020,2018,13536
5949011,2018,12449
5917010,2018,12196
5907035,2018,12346
5917005,2018,11767
5941009,2018,11343
5937010,2018,11351
5903015,2018,11348
5917027,2018,11396
5917047,2018,11305
5929011,2018,10745
5941013,2018,10343
5921023,2018,9154
5926024,2018,9224
5919046,2018,9156
5919021,2018,8910
5949005,2018,8375
5903045,2018,8492
5939037,2018,8527
5921032,2018,8274
5905014,2018,8152
5939019,2018,8164
5935802,2018,8279
5901028,2018,7980
5921034,2018,7963
5926021,2018,7692
5933006,2018,7574
5926022,2018,7606
5921010,2018,7702
5955042,2018,7017
5941019,2018,6598
5909009,2018,6562
5909032,2018,6614
5921030,2018,6499
5901035,2018,6342
5955021,2018,6087
5907047,2018,6289
5955040,2018,5905
5951043,2018,5629
5935018,2018,5670
5903004,2018,5557
5951051,2018,5534
5901012,2018,5510
5941015,2018,5479
5937024,2018,5459
5937028,2018,5424
5907005,2018,5340
5919049,2018,5281
5919012,2018,5153
5959007,2018,4579
5907014,2018,5371
5919043,2018,5091
5917042,2018,5126
5917054,2018,5114
5903052,2018,4871
5917029,2018,4874
5903013,2018,4925
5929005,2018,4916
5941014,2018,4777
5951007,2018,4632
5924042,2018,4802
5953044,2018,4549
5941017,2018,4471
5943023,2018,4329
5919051,2018,4375
5941012,2018,4252
5939039,2018,4273
5905032,2018,4244
5949018,2018,4103
5937041,2018,4238
5903043,2018,4105
5921014,2018,4312
5937021,2018,4250
5921036,2018,4233
5935012,2018,4130
5941021,2018,4055
5901006,2018,4035
5926014,2018,4260
5903041,2018,4020
5905023,2018,4010
5953033,2018,3962
5939007,2018,4016
5933044,2018,4021
5951019,2018,3811
5915062,2018,3982
5929026,2018,3972
5921008,2018,3806
5907028,2018,3786
5953042,2018,3793
5953038,2018,3700
5901039,2018,3583
5929024,2018,3577
5919013,2018,3545
5919016,2018,3447
5905052,2018,3402
5937017,2018,3366
5939011,2018,3399
5903058,2018,3484
5933880,2018,3276
5951034,2018,3114
5915808,2018,3163
5955023,2018,3092
5937033,2018,3050
5941010,2018,3037
5933060,2018,3139
5907024,2018,2954
5949013,2018,2943
5921016,2018,3034
5937801,2018,3015
5923037,2018,2920
5901046,2018,2850
5929022,2018,2691
5937022,2018,3005
5931012,2018,2958
5929018,2018,2754
5903056,2018,2640
5955010,2018,2648
5901003,2018,2683
5939044,2018,2587
5919017,2018,2679
5924054,2018,2552
5939045,2018,2626
5943012,2018,2413
5933067,2018,2455
5919015,2018,2558
5909830,2018,2556
5931026,2018,2297
5933054,2018,2446
5917049,2018,2441
5915038,2018,2442
5907053,2018,2326
5905054,2018,2265
5919822,2018,2256
5927016,2018,2125
5907051,2018,2045
5929028,2018,2188
5923025,2018,2274
5935020,2018,2300
5901019,2018,2125
5955003,2018,2186
5933035,2018,2156
5901017,2018,2077
5907055,2018,2049
5951028,2018,2010
5923039,2018,2044
5905005,2018,2027
5903010,2018,2090
5941005,2018,2010
5907049,2018,1988
5905026,2018,1998
5949035,2018,1892
5915806,2018,2254
5907022,2018,2068
5909035,2018,2012
5917812,2018,1877
5937005,2018,1959
5951022,2018,1857
5909062,2018,1992
5941016,2018,1925
5907803,2018,1990
5901037,2018,1865
5923019,2018,1834
5933074,2018,1842
5931017,2018,1857
5905018,2018,1742
5903060,2018,1747
5917803,2018,1792
5915803,2018,1735
5935801,2018,1833
5903047,2018,1717
5919033,2018,1743
5923035,2018,1652
5951013,2018,1785
5933008,2018,1722
5951031,2018,1702
5903050,2018,1712
5953019,2018,1691
5933039,2018,1698
5909034,2018,1718
5909036,2018,1683
5933019,2018,1603
5927012,2018,1632
5933068,2018,1629
5955030,2018,1553
5907009,2018,1650
5903017,2018,1432
5949028,2018,1628
5951017,2018,1409
5901048,2018,1730
5909027,2018,1589
5905030,2018,1520
5941027,2018,1509
5951015,2018,1405
5935803,2018,1551
5951038,2018,1407
5915065,2018,1376
5903039,2018,1472
5905050,2018,1406
5931843,2018,1428
5933072,2018,1493
5909060,2018,1358
5933037,2018,1290
5953048,2018,1335
5941026,2018,1261
5924025,2018,1248
5919035,2018,1284
5939043,2018,1320
5903011,2018,1241
5927010,2018,1158
5931021,2018,1158
5933032,2018,1114
5927018,2018,1110
5907026,2018,1082
5945801,2018,1093
5924052,2018,1078
5909048,2018,1159
5953007,2018,1113
5937023,2018,1067
5955025,2018,1061
5905009,2018,1050
5951009,2018,981
5903023,2018,1018
5933024,2018,1037
5909016,2018,973
5951053,2018,960
5947026,2018,960
5943037,2018,979
5947804,2018,882
5909884,2018,906
5917804,2018,889
5915802,2018,932
5945802,2018,876
5947023,2018,796
5955005,2018,832
5909832,2018,869
5901040,2018,800
5907802,2018,746
5924048,2018,820
5933012,2018,823
5919804,2018,812
5943031,2018,904
5927802,2018,757
5923049,2018,743
5901043,2018,713
5929803,2018,708
5943017,2018,648
5905042,2018,693
5945010,2018,691
5947809,2018,679
5905037,2018,675
5915036,2018,696
5933045,2018,822
5941039,2018,630
5933028,2018,650
5949812,2018,658
5923808,2018,656
5937803,2018,659
5953012,2018,659
5949813,2018,634
5939023,2018,696
5915807,2018,625
5949024,2018,602
5947803,2018,584
5951803,2018,524
5923816,2018,552
5909839,2018,592
5947027,2018,605
5933807,2018,580
5949803,2018,491
5953046,2018,549
5957022,2018,472
5943008,2018,444
5943837,2018,525
5947007,2018,443
5903032,2018,493
5915825,2018,484
5919809,2018,511
5959806,2018,470
5923033,2018,471
5949815,2018,479
5943806,2018,437
5949816,2018,456
5949814,2018,446
5949032,2018,418
5909014,2018,488
5951810,2018,461
5945012,2018,421
5941041,2018,418
5927020,2018,418
5955801,2018,401
5924804,2018,412
5921807,2018,403
5931034,2018,392
5949038,2018,377
5921804,2018,356
5947807,2018,350
5941821,2018,363
5947032,2018,355
5949804,2018,350
5955807,2018,350
5917801,2018,382
5953050,2018,356
5941801,2018,352
5901806,2018,343
5933801,2018,347
5937802,2018,362
5951809,2018,329
5909821,2018,340
5924039,2018,336
5949022,2018,324
5949817,2018,322
5933884,2018,330
5909879,2018,326
5949832,2018,298
5924812,2018,319
5951032,2018,308
5949802,2018,308
5933817,2018,320
5903019,2018,305
5947030,2018,295
5923807,2018,297
5949844,2018,263
5915830,2018,286
5931821,2018,268
5909827,2018,272
5933015,2018,269
5931813,2018,264
5951827,2018,256
5924030,2018,278
5923047,2018,259
5933898,2018,260
5949818,2018,247
5955812,2018,247
5921805,2018,251
5933070,2018,252
5941802,2018,242
5943815,2018,239
5917819,2018,245
5943033,2018,237
5943816,2018,234
5926801,2018,240
5933887,2018,238
5941025,2018,230
5909881,2018,230
5924840,2018,222
5909837,2018,224
5945006,2018,216
5951807,2018,211
5955803,2018,209
5941839,2018,208
5951802,2018,203
5909824,2018,210
5951848,2018,201
5903027,2018,203
5917056,2018,205
5941812,2018,202
5931032,2018,205
5949811,2018,198
5924835,2018,205
5941841,2018,198
5909804,2018,204
5924806,2018,197
5951805,2018,190
5909877,2018,197
5931831,2018,195
5909880,2018,194
5955808,2018,182
5901803,2018,184
5939805,2018,185
5919801,2018,182
5931844,2018,181
5931808,2018,179
5919814,2018,172
5941880,2018,164
5923813,2018,162
5933802,2018,163
5924817,2018,159
5945014,2018,156
5949843,2018,154
5919815,2018,154
5933808,2018,155
5931812,2018,152
5955802,2018,148
5933833,2018,153
5901804,2018,148
5933853,2018,152
5909885,2018,150
5941840,2018,142
5909812,2018,144
5917809,2018,140
5949820,2018,133
5939811,2018,135
5915811,2018,134
5933806,2018,132
5933812,2018,131
5915801,2018,129
5955804,2018,125
5917811,2018,126
5923801,2018,126
5909882,2018,128
5903807,2018,120
5931816,2018,122
5947021,2018,120
5951829,2018,118
5957803,2018,113
5917815,2018,121
5909878,2018,122
5949819,2018,116
5931807,2018,119
5941850,2018,115
5959810,2018,102
5924029,2018,115
5953801,2018,113
5919803,2018,113
5941809,2018,109
5949041,2018,103
5915816,2018,102
5917802,2018,102
5923823,2018,101
5909807,2018,101
5933849,2018,99
5941808,2018,97
5941805,2018,95
5941837,2018,95
5945803,2018,95
5924836,2018,96
5951801,2018,91
5947810,2018,91
5949807,2018,91
5953802,2018,94
5949810,2018,90
5909826,2018,93
5909845,2018,93
5951818,2018,88
5951828,2018,89
5933872,2018,92
5907809,2018,89
5923803,2018,87
5957813,2018,83
5907805,2018,86
5909875,2018,88
5933832,2018,88
5941806,2018,83
5943813,2018,82
5919816,2018,81
5901801,2018,80
5921806,2018,81
5939804,2018,80
5931842,2018,80
5933873,2018,78
5939808,2018,77
5931815,2018,77
5933882,2018,77
5933844,2018,74
5909842,2018,74
5931814,2018,73
5909819,2018,72
5933859,2018,70
5924820,2018,68
5933851,2018,69
5933814,2018,66
5943027,2018,63
5933877,2018,65
5941810,2018,62
5907801,2018,63
5907807,2018,63
5931801,2018,63
5915805,2018,59
5931829,2018,58
5949845,2018,56
5949847,2018,56
5931806,2018,56
5947806,2018,54
5939803,2018,55
5909841,2018,54
5915809,2018,53
5951815,2018,51
5931828,2018,49
5909831,2018,48
5923824,2018,47
5909806,2018,46
5933805,2018,46
5933834,2018,45
5939801,2018,45
5915813,2018,44
5947016,2018,42
5957814,2018,40
5909816,2018,43
5919821,2018,43
5939806,2018,42
5919818,2018,40
5941833,2018,38
5919802,2018,39
5931802,2018,38
5933821,2018,38
5941882,2018,36
5909817,2018,37
5933829,2018,35
5909843,2018,34
5924833,2018,34
5931809,2018,32
5933825,2018,33
5939802,2018,31
5957802,2018,28
5931823,2018,29
5943804,2018,28
5943808,2018,28
5933836,2018,29
5907806,2018,26
5933809,2018,28
5933811,2018,27
5941829,2018,26
5919820,2018,25
5933875,2018,26
5909834,2018,26
5931833,2018,26
5951824,2018,24
5919812,2018,22
5909876,2018,22
5927806,2018,21
5933855,2018,22
5941807,2018,21
5923810,2018,20
5931826,2018,21
5939807,2018,20
5941876,2018,20
5949039,2018,20
5951813,2018,19
5909810,2018,19
5909835,2018,17
5933823,2018,16
5933895,2018,16
5951806,2018,16
5951840,2018,16
5923822,2018,15
5933876,2018,15
5941831,2018,15
5941852,2018,15
5941871,2018,15
5941885,2018,15
5943807,2018,11
5907808,2018,10
5909818,2018,10
5909825,2018,10
5909833,2018,10
5909838,2018,10
5909844,2018,10
5909883,2018,10
5915810,2018,10
5923802,2018,10
5931817,2018,10
5931820,2018,10
5931827,2018,10
5933831,2018,10
5933845,2018,10
5933850,2018,10
5933858,2018,10
5933866,2018,10
5933868,2018,10
5933888,2018,10
5933889,2018,10
5941811,2018,10
5941851,2018,10
5941873,2018,10
5941883,2018,10
5943835,2018,10
5951814,2018,10
5951820,2018,10
5951822,2018,10
5951826,2018,10
5909808,2018,5
5909815,2018,5
5923805,2018,5
5923806,2018,5
5923809,2018,5
5924814,2018,5
5931818,2018,5
5931832,2018,5
5933813,2018,5
5933840,2018,5
5933841,2018,5
5933848,2018,5
5933852,2018,5
5933854,2018,5
5933861,2018,5
5933865,2018,5
5933878,2018,5
5933879,2018,5
5933881,2018,5
5937805,2018,5
5941813,2018,5
5941828,2018,5
5941849,2018,5
5941855,2018,5
5941868,2018,5
5941872,2018,5
5941879,2018,5
5941884,2018,5
5949020,2018,5
5951819,2018,5
5951821,2018,5
5951823,2018,5
5951833,2018,5
5951844,2018,5
5959805,2018,5
5901802,2018,0
5901805,2018,0
5909805,2018,0
5909809,2018,0
5909814,2018,0
5909836,2018,0
5909847,2018,0
5909848,2018,0
5909849,2018,0
5909850,2018,0
5909852,2018,0
5915804,2018,0
5915835,2018,0
5915840,2018,0
5917805,2018,0
5919808,2018,0
5919811,2018,0
5919817,2018,0
5923804,2018,0
5923814,2018,0
5923825,2018,0
5924803,2018,0
5924805,2018,0
5924813,2018,0
5924818,2018,0
5926802,2018,0
5929801,2018,0
5931819,2018,0
5931822,2018,0
5931824,2018,0
5933803,2018,0
5933810,2018,0
5933819,2018,0
5933824,2018,0
5933828,2018,0
5933837,2018,0
5933839,2018,0
5933842,2018,0
5933846,2018,0
5933857,2018,0
5933870,2018,0
5933874,2018,0
5933886,2018,0
5933896,2018,0
5933897,2018,0
5941803,2018,0
5941804,2018,0
5941817,2018,0
5941818,2018,0
5941827,2018,0
5941834,2018,0
5941835,2018,0
5941838,2018,0
5941844,2018,0
5941845,2018,0
5941848,2018,0
5941854,2018,0
5941856,2018,0
5941858,2018,0
5941859,2018,0
5941860,2018,0
5941861,2018,0
5941862,2018,0
5941863,2018,0
5941864,2018,0
5941866,2018,0
5941881,2018,0
5943809,2018,0
5943817,2018,0
5943836,2018,0
5949805,2018,0
5949846,2018,0
5951804,2018,0
5951811,2018,0
5951825,2018,0
5951830,2018,0
5951845,2018,0
5951846,2018,0
5951847,2018,0
5951849,2018,0
5957804,2018,0
5959809,2018,0
6001009,2018,
6001045,2018,
6001029,2018,
6001059,2018,
6001003,2018,
6001058,2018,
6001018,2018,
6001012,2018,
6001044,2018,
6001055,2018,
6001041,2018,
6001004,2018,
6001060,2018,
6001048,2018,
6001037,2018,
6001036,2018,
6001043,2018,
6001022,2018,
6001035,2018,
6001007,2018,
6001032,2018,
6001006,2018,
6001042,2018,
6001039,2018,
6001049,2018,
6001008,2018,
6001010,2018,
6001038,2018,
6001052,2018,
6001050,2018,
6001047,2018,
6001016,2018,
6001019,2018,
6001031,2018,
6001046,2018,
6001057,2018,
6106023,2018,21677
6105016,2018,3700
6101017,2018,3435
6105001,2018,2614
6103031,2018,1992
6104038,2018,1271
6101036,2018,986
6102007,2018,786
6101015,2018,702
6104014,2018,728
6101025,2018,585
6102003,2018,536
6102009,2018,557
6104009,2018,545
6102005,2018,508
6103034,2018,490
6105018,2018,466
6101095,2018,450
6104017,2018,324
6106097,2018,334
6105020,2018,311
6103049,2018,281
6101014,2018,283
6106021,2018,240
6101010,2018,181
6103052,2018,138
6102012,2018,131
6104044,2018,124
6105003,2018,107
6101041,2018,109
6104010,2018,92
6104006,2018,91
6104013,2018,81
6104097,2018,51
6104005,2018,38
6105097,2018,32
6101063,2018,5
6102063,2018,0
6103097,2018,0
6105004,2018,0
6105026,2018,0
6204003,2018,8239
6205017,2018,2991
6205015,2018,2846
6205023,2018,2174
6208073,2018,1871
6204012,2018,1877
6204020,2018,1758
6208059,2018,1564
6204009,2018,1515
6204007,2018,1513
6208081,2018,1375
6205027,2018,1201
6204015,2018,1117
6208087,2018,1035
6208047,2018,1031
6205014,2018,947
6204001,2018,963
6204018,2018,921
6204011,2018,893
6204010,2018,624
6205016,2018,493
6205019,2018,438
6204005,2018,412
6204022,2018,210
6204025,2018,135
6204019,2018,0
6204030,2018,0
6205033,2018,0
6208065,2018,0
6208068,2018,0
6208098,2018,0
1001519,2019,111828
1001485,2019,27190
1001542,2019,23090
1001517,2019,22703
1005018,2019,19577
1006017,2019,14167
1006009,2019,11960
1001504,2019,8515
1010025,2019,8280
1001509,2019,8117
1010032,2019,7229
1004019,2019,6552
1007013,2019,6438
1001409,2019,6061
1002024,2019,5184
1005004,2019,5330
1001370,2019,4770
1003034,2019,4004
1005012,2019,3765
1001240,2019,3436
1007023,2019,3418
1008044,2019,3359
1006019,2019,3034
1008008,2019,3061
1001379,2019,2925
1008061,2019,3046
1001304,2019,2899
1006022,2019,2822
1001396,2019,2671
1007031,2019,2603
1009021,2019,2429
1001472,2019,2779
1002005,2019,2230
1002019,2019,2245
1009029,2019,2155
1001511,2019,2281
1008099,2019,2182
1008035,2019,2098
1007060,2019,2137
1001494,2019,2175
1001505,2019,2130
1007044,2019,2071
1004020,2019,1996
1007047,2019,1946
1004022,2019,1913
1007001,2019,1923
1010034,2019,1986
1008031,2019,1845
1001339,2019,1769
1007022,2019,1702
1001365,2019,1786
1004001,2019,1640
1004018,2019,1672
1001507,2019,1753
1005017,2019,1780
1003008,2019,1555
1001559,2019,1651
1001124,2019,1689
1005020,2019,1626
1001429,2019,1527
1001385,2019,1560
1001557,2019,1555
1010802,2019,1524
1005030,2019,1517
1002018,2019,1319
1008079,2019,1285
1003028,2019,1253
1007009,2019,1266
1007006,2019,1197
1004013,2019,1199
1002008,2019,1196
1003019,2019,1156
1004006,2019,1142
1007050,2019,1113
1011035,2019,1114
1001293,2019,1151
1001421,2019,1091
1001469,2019,1042
1009007,2019,978
1008006,2019,965
1008054,2019,967
1003801,2019,985
1007049,2019,952
1001551,2019,1002
1001270,2019,936
1010801,2019,1022
1009013,2019,949
1008042,2019,939
1001415,2019,981
1008033,2019,894
1001298,2019,860
1008076,2019,843
1004016,2019,806
1004033,2019,800
1007028,2019,833
1005010,2019,822
1006021,2019,802
1008060,2019,796
1009022,2019,773
1006012,2019,779
1005033,2019,750
1004011,2019,761
1003018,2019,675
1001437,2019,684
1008011,2019,727
1006003,2019,735
1001446,2019,699
1010029,2019,688
1006026,2019,702
1003031,2019,631
1008043,2019,712
1005023,2019,703
1001461,2019,680
1006014,2019,654
1001361,2019,672
1009019,2019,634
1001312,2019,663
1009012,2019,658
1007057,2019,628
1001285,2019,661
1003032,2019,622
1008069,2019,623
1001259,2019,668
1001452,2019,722
1001456,2019,640
1001434,2019,657
1001464,2019,652
1009031,2019,615
1001343,2019,639
1006031,2019,615
1002011,2019,585
1003033,2019,607
1005025,2019,499
1009032,2019,590
1005014,2019,591
1008049,2019,569
1003003,2019,579
1011030,2019,612
1006011,2019,613
1004021,2019,563
1001426,2019,571
1002021,2019,543
1002031,2019,628
1007032,2019,564
1006001,2019,559
1010002,2019,576
1002048,2019,527
1009010,2019,535
1008038,2019,540
1010022,2019,542
1001321,2019,539
1002002,2019,470
1008046,2019,452
1005022,2019,541
1009004,2019,517
1005024,2019,522
1001203,2019,509
1005009,2019,547
1008004,2019,487
1007042,2019,459
1001126,2019,492
1007036,2019,478
1002036,2019,478
1008059,2019,488
1001113,2019,485
1008072,2019,467
1005003,2019,465
1001512,2019,438
1004037,2019,521
1007014,2019,450
1001289,2019,463
1001332,2019,446
1008037,2019,439
1004042,2019,401
1005011,2019,446
1003026,2019,413
1008058,2019,406
1001155,2019,430
1005008,2019,436
1002041,2019,418
1008036,2019,433
1010012,2019,415
1006015,2019,425
1009016,2019,420
1003011,2019,402
1010009,2019,425
1001149,2019,419
1005015,2019,404
1010005,2019,404
1008039,2019,385
1001375,2019,403
1001277,2019,438
1002023,2019,383
1003045,2019,358
1001267,2019,374
1001347,2019,396
1001357,2019,395
1001352,2019,393
1011020,2019,425
1001308,2019,356
1001441,2019,333
1003004,2019,365
1010008,2019,371
1001234,2019,401
1001197,2019,351
1001178,2019,349
1005035,2019,359
1007024,2019,333
1009017,2019,337
1010011,2019,344
1007016,2019,334
1001325,2019,342
1008065,2019,331
1001335,2019,336
1001490,2019,272
1001136,2019,331
1008095,2019,324
1008074,2019,311
1008071,2019,310
1009018,2019,327
1009023,2019,307
1001169,2019,315
1007020,2019,303
1008067,2019,291
1011010,2019,331
1001131,2019,286
1001374,2019,303
1008091,2019,310
1002025,2019,235
1008053,2019,278
1010013,2019,289
1008048,2019,302
1001394,2019,290
1005005,2019,267
1008045,2019,293
1009011,2019,273
1005016,2019,277
1005001,2019,276
1008032,2019,267
1009024,2019,262
1007037,2019,258
1007054,2019,263
1002012,2019,256
1003014,2019,251
1008040,2019,256
1005028,2019,288
1009015,2019,237
1001254,2019,231
1001281,2019,241
1001263,2019,253
1001228,2019,238
1002034,2019,239
1002033,2019,237
1002001,2019,235
1008075,2019,238
1002027,2019,234
1009028,2019,237
1003010,2019,231
1009020,2019,234
1002030,2019,228
1001174,2019,235
1002014,2019,223
1001274,2019,232
1007038,2019,226
1007043,2019,226
1001219,2019,231
1002022,2019,220
1009030,2019,218
1010004,2019,217
1008026,2019,212
1009048,2019,211
1005007,2019,216
1001316,2019,215
1008024,2019,202
1005006,2019,205
1007041,2019,196
1008093,2019,192
1006008,2019,193
1010010,2019,196
1003005,2019,185
1008096,2019,186
1002037,2019,182
1008055,2019,185
1001328,2019,189
1001181,2019,188
1009026,2019,176
1011015,2019,184
1002016,2019,170
1008029,2019,174
1009035,2019,173
1007067,2019,172
1009039,2019,172
1009008,2019,167
1002017,2019,163
1007015,2019,165
1010003,2019,170
1008056,2019,165
1008078,2019,161
1002013,2019,157
1009041,2019,157
1008077,2019,155
1008047,2019,151
1001105,2019,152
1007048,2019,143
1007056,2019,141
1002039,2019,135
1003002,2019,132
1002026,2019,132
1001186,2019,137
1003012,2019,131
1008066,2019,129
1008001,2019,128
1008062,2019,127
1006029,2019,129
1002055,2019,123
1002040,2019,119
1007046,2019,122
1009034,2019,120
1007039,2019,119
1009009,2019,117
1003024,2019,115
1002006,2019,113
1001192,2019,116
1010006,2019,112
1008063,2019,103
1008092,2019,103
1008098,2019,102
1001225,2019,104
1003020,2019,97
1001214,2019,101
1007027,2019,88
1003021,2019,85
1001565,2019,89
1002015,2019,85
1010007,2019,88
1003038,2019,83
1008070,2019,83
1006028,2019,81
1001144,2019,81
1001207,2019,81
1007040,2019,71
1010020,2019,72
1007018,2019,69
1009001,2019,70
1008064,2019,67
1001120,2019,66
1010001,2019,62
1001140,2019,53
1009042,2019,52
1003042,2019,49
1007025,2019,50
1004017,2019,48
1007045,2019,48
1009047,2019,41
1001101,2019,37
1005019,2019,35
1007026,2019,31
1001405,2019,28
1003001,2019,24
1009037,2019,20
1002009,2019,10
1007051,2019,10
1008052,2019,10
1008073,2019,5
1001391,2019,0
1002029,2019,0
1002044,2019,0
1003006,2019,0
1003009,2019,0
1010042,2019,0
1011005,2019,0
1011040,2019,0
1102075,2019,40904
1103025,2019,15602
1102080,2019,11119
1102085,2019,6060
1102052,2019,3283
1102028,2019,2710
1102014,2019,2337
1101018,2019,2003
1103012,2019,2029
1102026,2019,1997
1102044,2019,1960
1103058,2019,1806
1102054,2019,1834
1103014,2019,1788
1103056,2019,1488
1102049,2019,1480
1103049,2019,1255
1101009,2019,1283
1102040,2019,1304
1103011,2019,1217
